ObjectProperty,label,parent,parentLabel,definition,comment,IAODefinition,domain,domainLabel,domainDef,domainComment,domainIAODefinition,range,rangeLabel,rangeDef,rangeComment,rangeIAODefinition
http://purl.obolibrary.org/obo/RO_0002221,surrounds,http://purl.obolibrary.org/obo/RO_0002220,adjacent to,,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"For every independent continuant b and time t during the region of time spanned by its life, there are entities which s-depends_on b during t. (axiom label in BFO2 Reference: [018-002])",,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"For every independent continuant b and time t during the region of time spanned by its life, there are entities which s-depends_on b during t. (axiom label in BFO2 Reference: [018-002])",,
http://purl.obolibrary.org/obo/RO_0002229,ends,http://purl.obolibrary.org/obo/BFO_0000050,part of,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/RO_0002229,ends,http://purl.obolibrary.org/obo/BFO_0000050,part_of,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/RO_0002229,ends,http://purl.obolibrary.org/obo/RO_0002131,overlaps,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/RO_0002230,ends with,http://purl.obolibrary.org/obo/BFO_0000051,has part,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/RO_0002230,ends with,http://purl.obolibrary.org/obo/RO_0002131,overlaps,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/RO_0002233,has input,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0002233,has input,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0002233,has input,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0002233,has input,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0002233,has input,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0002233,has input,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0002233,has input,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0002233,has input,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"A continuant is an entity that persists, endures, or continues to exist through time while maintaining its identity. (axiom label in BFO2 Reference: [008-002])",,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.",,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, c has_continuant_part b at t, then c is a continuant. (axiom label in BFO2 Reference: [126-001])",,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, cis continuant_part of b at t, then c is a continuant. (axiom label in BFO2 Reference: [009-002])",,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a material entity, then there is some temporal interval (referred to below as a one-dimensional temporal region) during which b exists. (axiom label in BFO2 Reference: [011-002])",,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"A continuant is an entity that persists, endures, or continues to exist through time while maintaining its identity. (axiom label in BFO2 Reference: [008-002])",,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.",,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, c has_continuant_part b at t, then c is a continuant. (axiom label in BFO2 Reference: [126-001])",,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, cis continuant_part of b at t, then c is a continuant. (axiom label in BFO2 Reference: [009-002])",,
http://purl.obolibrary.org/obo/RO_0002234,has output,http://purl.obolibrary.org/obo/RO_0000057,has participant,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a material entity, then there is some temporal interval (referred to below as a one-dimensional temporal region) during which b exists. (axiom label in BFO2 Reference: [011-002])",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"A continuant is an entity that persists, endures, or continues to exist through time while maintaining its identity. (axiom label in BFO2 Reference: [008-002])",,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"A continuant is an entity that persists, endures, or continues to exist through time while maintaining its identity. (axiom label in BFO2 Reference: [008-002])",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.",,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, c has_continuant_part b at t, then c is a continuant. (axiom label in BFO2 Reference: [126-001])",,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, c has_continuant_part b at t, then c is a continuant. (axiom label in BFO2 Reference: [126-001])",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, cis continuant_part of b at t, then c is a continuant. (axiom label in BFO2 Reference: [009-002])",,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, cis continuant_part of b at t, then c is a continuant. (axiom label in BFO2 Reference: [009-002])",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a material entity, then there is some temporal interval (referred to below as a one-dimensional temporal region) during which b exists. (axiom label in BFO2 Reference: [011-002])",,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,
http://purl.obolibrary.org/obo/RO_0002353,output of,http://purl.obolibrary.org/obo/RO_0000056,participates in,,,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a material entity, then there is some temporal interval (referred to below as a one-dimensional temporal region) during which b exists. (axiom label in BFO2 Reference: [011-002])",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,
http://purl.obolibrary.org/obo/RO_0002326,contributes to,,,,"In the context of the Gene Ontology, contributes_to may be used only with classes from the molecular function ontology. ",,,,,,,,,,,
http://purl.obolibrary.org/obo/RO_0002333,enabled by,,,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0002333,enabled by,,,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0002333,enabled by,,,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0002333,enabled by,,,,,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0002333,enabled by,,,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0002333,enabled by,,,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0002333,enabled by,,,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0002333,enabled by,,,,,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0002379,spatially coextensive with,http://purl.obolibrary.org/obo/RO_0002131,overlaps,,This relation is added for formal completeness. It is unlikely to be used in many practical scenarios,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,https://w3id.org/inbio#_000093,population,A population comprises all the individuals of a given species in a specific area or region at a certain time.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,https://w3id.org/inbio#_000093,population,A population comprises all the individuals of a given species in a specific area or region at a certain time.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,https://w3id.org/inbio#_000093,population,A population comprises all the individuals of a given species in a specific area or region at a certain time.,,,https://w3id.org/inbio#_000093,population,A population comprises all the individuals of a given species in a specific area or region at a certain time.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,https://w3id.org/inbio#_000093,population,A population comprises all the individuals of a given species in a specific area or region at a certain time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,https://w3id.org/inbio#_000093,population,A population comprises all the individuals of a given species in a specific area or region at a certain time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,https://w3id.org/inbio#_000093,population,A population comprises all the individuals of a given species in a specific area or region at a certain time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,https://w3id.org/inbio#_000093,population,A population comprises all the individuals of a given species in a specific area or region at a certain time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,https://w3id.org/inbio#_000093,population,A population comprises all the individuals of a given species in a specific area or region at a certain time.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,"Note that this relationship type, and sub-relationship types may be redundant with process terms from other ontologies. For example, the symbiotic relationship hierarchy parallels GO. The relations are provided as a convenient shortcut. Consider using the more expressive processual form to capture your data. In the future, these relations will be linked to their cognate processes through rules.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
