class,parent,classLabel,parentLabel,classDefinition,parentDefinition,classComment,parentComment
http://purl.obolibrary.org/obo/GEO_000000372,http://purl.obolibrary.org/obo/NCIT_C41129,geographical region,region,A geographical entity that is demarcated at least in part by one or more closed fiat boundaries all of whose lines are part of the planetary surface.,"An area or portion of something with more or less definite boundaries designed or specified according to some established biological, administrative, economic, demographic, etc. criteria.",,
http://purl.obolibrary.org/obo/ENVO_00002006,http://purl.obolibrary.org/obo/CHEBI_15377,liquid water,water,An environmental material primarily composed of dihydrogen oxide in its liquid form.,,,
http://purl.obolibrary.org/obo/ENVO_00002006,http://purl.obolibrary.org/obo/ENVO_01000815,liquid water,liquid environmental material,An environmental material primarily composed of dihydrogen oxide in its liquid form.,An environmental material which is in a liquid state.,,
http://purl.obolibrary.org/obo/ENVO_00000131,http://purl.obolibrary.org/obo/ENVO_00002297,glacial feature,environmental feature,A hydrographic feature characterized by the dominance of snow or ice.,A material entity which determines an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_00002297,http://purl.obolibrary.org/obo/BFO_0000040,environmental feature,material entity,A material entity which determines an environmental system.,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/ENVO_00002297,http://purl.obolibrary.org/obo/BFO_0000040,environmental feature,material entity,A material entity which determines an environmental system.,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/ENVO_00002297,http://purl.obolibrary.org/obo/BFO_0000040,environmental feature,material entity,A material entity which determines an environmental system.,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/ENVO_00002297,http://purl.obolibrary.org/obo/BFO_0000040,environmental feature,material entity,A material entity which determines an environmental system.,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/ENVO_00002297,_:node153,environmental feature,,A material entity which determines an environmental system.,,,
http://purl.obolibrary.org/obo/ENVO_01000060,http://purl.obolibrary.org/obo/ENVO_00010483,particulate matter,environmental material,Particulate material is an environmental material which is composed of microscopic portions of solid or liquid material suspended in another environmental material.,A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01000060,http://purl.obolibrary.org/obo/ENVO_00010483,particulate matter,environmental material,Particulate material is an environmental material which is composed of microscopic portions of solid or liquid material suspended in another environmental material.,A portion of environmental material is a fiat object which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01000060,_:node174,particulate matter,,Particulate material is an environmental material which is composed of microscopic portions of solid or liquid material suspended in another environmental material.,,,
http://purl.obolibrary.org/obo/ENVO_01000406,http://purl.obolibrary.org/obo/ENVO_00010483,snow,environmental material,Snow is an environmental material which is primarily composed of flakes of crystalline water ice.,A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01000406,http://purl.obolibrary.org/obo/ENVO_00010483,snow,environmental material,Snow is an environmental material which is primarily composed of flakes of crystalline water ice.,A portion of environmental material is a fiat object which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01000406,_:node227,snow,,Snow is an environmental material which is primarily composed of flakes of crystalline water ice.,,,
http://purl.obolibrary.org/obo/ENVO_01000797,http://purl.obolibrary.org/obo/ENVO_00010483,gaseous environmental material,environmental material,A material entity which is composed of one or more chemical entities and has neither independent shape nor volume but tends to expand indefinitely.,A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01000797,http://purl.obolibrary.org/obo/ENVO_00010483,gaseous environmental material,environmental material,A material entity which is composed of one or more chemical entities and has neither independent shape nor volume but tends to expand indefinitely.,A portion of environmental material is a fiat object which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01000815,http://purl.obolibrary.org/obo/ENVO_00010483,liquid environmental material,environmental material,An environmental material which is in a liquid state.,A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01000815,http://purl.obolibrary.org/obo/ENVO_00010483,liquid environmental material,environmental material,An environmental material which is in a liquid state.,A portion of environmental material is a fiat object which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_00000228,http://purl.obolibrary.org/obo/ENVO_00000045,inverse estuary,estuary,"An estuary which is located in regions where evaporation greatly exceeds the inflow of fresh water, forming a zone of maximum salinity towards which both riverine and marine water masses flow, before sinking and spreading along the bottom in both seaward and landward directions.","A semi-enclosed coastal body of water with one or more rivers or streams flowing into it, and with a free connection to the open sea.",,
http://purl.obolibrary.org/obo/ENVO_00000240,http://purl.obolibrary.org/obo/ENVO_00000043,saline wetland,wetland area,,An vegetated area which overlaps a wetland ecosystem.,,
http://purl.obolibrary.org/obo/ENVO_00000304,http://purl.obolibrary.org/obo/ENVO_01001785,shore,land,That part of the land in immediate contact with a body of water including the area between high and low water lines.,A surface layer of an astronomical body which is primarily composed of solid material and is not covered by oceans or other bodies of water.,,
http://purl.obolibrary.org/obo/ENVO_00000304,http://purl.obolibrary.org/obo/ENVO_00000012,shore,hydrographic feature,That part of the land in immediate contact with a body of water including the area between high and low water lines.,A geographical feature associated with water.,,
http://purl.obolibrary.org/obo/ENVO_00000304,_:node128,shore,,That part of the land in immediate contact with a body of water including the area between high and low water lines.,,,
http://purl.obolibrary.org/obo/ENVO_01000044,http://purl.obolibrary.org/obo/ENVO_00000012,marine pelagic feature,hydrographic feature,"A prominent or distinctive aspect, quality, or characteristic of environments occurring within the marine water column.",A geographical feature associated with water.,,
http://purl.obolibrary.org/obo/ENVO_00001995,http://purl.obolibrary.org/obo/ENVO_01000814,rock,solid environmental material,A rock is a naturally occurring solid aggregate of one or more minerals or mineraloids.,An environmental material which is in a solid state.,,
http://purl.obolibrary.org/obo/ENVO_01000814,http://purl.obolibrary.org/obo/ENVO_00010483,solid environmental material,environmental material,An environmental material which is in a solid state.,A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01000814,http://purl.obolibrary.org/obo/ENVO_00010483,solid environmental material,environmental material,An environmental material which is in a solid state.,A portion of environmental material is a fiat object which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01000256,http://purl.obolibrary.org/obo/ENVO_01000814,mineral material,solid environmental material,"A mineral material is an environmental material which is primarily composed of some substance that is naturally occurring, solid and stable at room temperature, representable by a chemical formula, usually abiogenic, and that has an ordered atomic structure.",An environmental material which is in a solid state.,,
http://purl.obolibrary.org/obo/ENVO_01000277,http://purl.obolibrary.org/obo/CHEBI_15377,water ice,water,"Ice is water frozen into a solid state. It can appear transparent or opaque bluish-white color, depending on the presence of impurities or air inclusions. The addition of other materials such as soil may further alter its appearance.",,,
http://purl.obolibrary.org/obo/ENVO_01000277,http://purl.obolibrary.org/obo/ENVO_01000814,water ice,solid environmental material,"Ice is water frozen into a solid state. It can appear transparent or opaque bluish-white color, depending on the presence of impurities or air inclusions. The addition of other materials such as soil may further alter its appearance.",An environmental material which is in a solid state.,,
http://purl.obolibrary.org/obo/PATO_0000984,http://purl.obolibrary.org/obo/PATO_0000973,porous,porosity,A porosity quality inhering in a bearer by virtue of the bearer's being capable of admitting the passage of gas or liquid through pores or interstices.,A permeability quality inhering in a bearer by virtue of the bearer's disposition to admit the passage of gas or liquid through pores or interstices.,,
http://purl.obolibrary.org/obo/ENVO_00002005,http://purl.obolibrary.org/obo/ENVO_01000797,air,gaseous environmental material,"The mixture of gases (roughly (by molar content/volume: 78% nitrogen, 20.95% oxygen, 0.93% argon, 0.038% carbon dioxide, trace amounts of other gases, and a variable amount (average around 1%) of water vapor) that surrounds the planet Earth.",A material entity which is composed of one or more chemical entities and has neither independent shape nor volume but tends to expand indefinitely.,,
http://purl.obolibrary.org/obo/ENVO_00002005,_:node143,air,,"The mixture of gases (roughly (by molar content/volume: 78% nitrogen, 20.95% oxygen, 0.93% argon, 0.038% carbon dioxide, trace amounts of other gases, and a variable amount (average around 1%) of water vapor) that surrounds the planet Earth.",,,
http://purl.obolibrary.org/obo/ENVO_01000266,http://purl.obolibrary.org/obo/ENVO_01000797,water vapour,gaseous environmental material,Water vapour is a vapour which is the gas phase of water.,A material entity which is composed of one or more chemical entities and has neither independent shape nor volume but tends to expand indefinitely.,,
http://purl.obolibrary.org/obo/PATO_0001759,http://purl.obolibrary.org/obo/PATO_0000025,granular,composition,A composition quality inhering in a bearer by virtue of the bearer's containing granules.,A single physical entity inhering in an bearer by virtue of the bearer's quantities or relative ratios of subparts.,,
http://purl.obolibrary.org/obo/ENVO_01000254,https://w3id.org/inbio#_000000,environmental system,system,A system which has the disposition to environ one or more material entities.,A material entity consisting of multiple components that are causally integrated.,,
http://purl.obolibrary.org/obo/ENVO_01001125,http://purl.obolibrary.org/obo/ENVO_00010483,ice,environmental material,An ice is an environmental material which is either frozen or which is maintained in a solid state by gravitational forces or pressure.,A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_01001125,http://purl.obolibrary.org/obo/ENVO_00010483,ice,environmental material,An ice is an environmental material which is either frozen or which is maintained in a solid state by gravitational forces or pressure.,A portion of environmental material is a fiat object which forms the medium or part of the medium of an environmental system.,,
http://purl.obolibrary.org/obo/ENVO_00003082,http://purl.obolibrary.org/obo/ENVO_00001998,enriched soil,soil,A portion of enriched soil is a portion of soil with elevated levels of some material entity.,"Soil is an environmental material which is primarily composed of minerals, varying proportions of sand, silt, and clay, organic material such as humus, gases, liquids, and a broad range of resident micro- and macroorganisms.",,
http://purl.obolibrary.org/obo/ENVO_00003082,_:node163,enriched soil,,A portion of enriched soil is a portion of soil with elevated levels of some material entity.,,,
http://purl.obolibrary.org/obo/ENVO_00010504,http://purl.obolibrary.org/obo/ENVO_01000281,surface layer,layer,A layer of some material entity which is adjacent to one or more of its external boundaries and directly interacts with its immediate surroundings.,"A layer is a quantity of some material which is spatially continuous, has comparable thickness, and usually covers some surface.",,
http://purl.obolibrary.org/obo/ENVO_01000281,http://purl.obolibrary.org/obo/ENVO_00000000,layer,geographic feature,"A layer is a quantity of some material which is spatially continuous, has comparable thickness, and usually covers some surface.",,,
http://purl.obolibrary.org/obo/ENVO_01000281,_:node202,layer,,"A layer is a quantity of some material which is spatially continuous, has comparable thickness, and usually covers some surface.",,,
http://purl.obolibrary.org/obo/ENVO_01000267,http://purl.obolibrary.org/obo/ENVO_01000281,atmosphere,layer,An atmosphere is a layer of gases surrounding a material body of sufficient mass that is held in place by the gravity of the body.,"A layer is a quantity of some material which is spatially continuous, has comparable thickness, and usually covers some surface.",,
https://w3id.org/inbio#_000007,https://w3id.org/inbio#_000059,genetic characteristic,trait,Information about the genetic characteristics,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",,
http://purl.obolibrary.org/obo/ENVO_01001275,http://purl.obolibrary.org/obo/ENVO_01000281,solid layer,layer,"A layer which is primarily composed of some solid material, allowing for non-solid parts such as interstitial pockets of gas or liquid.","A layer is a quantity of some material which is spatially continuous, has comparable thickness, and usually covers some surface.",,
http://purl.obolibrary.org/obo/ENVO_01000268,http://purl.obolibrary.org/obo/ENVO_01000266,atmospheric water vapour,water vapour,Atmospheric water vapour is water vapour that is part of an atmosphere.,Water vapour is a vapour which is the gas phase of water.,,
http://purl.obolibrary.org/obo/ENVO_01000268,_:node194,atmospheric water vapour,,Atmospheric water vapour is water vapour that is part of an atmosphere.,,,
http://purl.obolibrary.org/obo/ENVO_01000276,http://purl.obolibrary.org/obo/ENVO_01000408,ecoregion,environmental zone,"A large unit of land or water containing a geographically distinct assemblage of species, natural communities, and environmental conditions.",A site which has its extent determined by the presence or influence of one or more components of an environmental system or the processes occurring therein.,,
http://purl.obolibrary.org/obo/ENVO_01000276,_:node196,ecoregion,,"A large unit of land or water containing a geographically distinct assemblage of species, natural communities, and environmental conditions.",,,
http://purl.obolibrary.org/obo/ENVO_01000408,http://purl.obolibrary.org/obo/NCIT_C43428,environmental zone,zone,A site which has its extent determined by the presence or influence of one or more components of an environmental system or the processes occurring therein.,An area or region distinguished from adjacent parts by a distinctive feature or characteristic.,,
http://purl.obolibrary.org/obo/ENVO_01000408,http://purl.obolibrary.org/obo/NCIT_C43428,environmental zone,zone,A site which has its extent determined by the presence or influence of one or more components of an environmental system or the processes occurring therein.,Specifies the location of a zone on an array. (caMAGE),,
http://purl.obolibrary.org/obo/ENVO_01000408,_:node232,environmental zone,,A site which has its extent determined by the presence or influence of one or more components of an environmental system or the processes occurring therein.,,,
http://purl.obolibrary.org/obo/ENVO_01000280,http://purl.obolibrary.org/obo/ENVO_01000408,ecozone,environmental zone,"Ecozones delineate large areas of a planetary surface within which organisms have been evolving in relative isolation over long periods of time, separated from one another by geographic features, such as oceans, broad deserts, or high mountain ranges, that constitute barriers to migration.",A site which has its extent determined by the presence or influence of one or more components of an environmental system or the processes occurring therein.,,
http://purl.obolibrary.org/obo/ENVO_01000280,_:node201,ecozone,,"Ecozones delineate large areas of a planetary surface within which organisms have been evolving in relative isolation over long periods of time, separated from one another by geographic features, such as oceans, broad deserts, or high mountain ranges, that constitute barriers to migration.",,,
http://purl.obolibrary.org/obo/ENVO_01001299,http://purl.obolibrary.org/obo/ENVO_01000408,atmospheric zone,environmental zone,An environmental zone which is part of an atmosphere.,A site which has its extent determined by the presence or influence of one or more components of an environmental system or the processes occurring therein.,,
http://purl.obolibrary.org/obo/ENVO_01001299,_:node387,atmospheric zone,,An environmental zone which is part of an atmosphere.,,,
http://purl.obolibrary.org/obo/ENVO_01000817,http://purl.obolibrary.org/obo/ENVO_01000254,biosphere,environmental system,"A biosphere is a part of an astronomical body which includes, as parts, all the living entities within the gravitational sphere of influence of that body, as well as the non-living and dead entities with which they interact.",A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01000817,http://purl.obolibrary.org/obo/ENVO_01000254,biosphere,environmental system,"A biosphere is an environmental system which includes, as parts, all the living entities within the gravitational sphere of influence of an astronomical body, and the non-living and dead entities which they interact with.",A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01000817,_:node281,biosphere,,"A biosphere is a part of an astronomical body which includes, as parts, all the living entities within the gravitational sphere of influence of that body, as well as the non-living and dead entities with which they interact.",,,
http://purl.obolibrary.org/obo/ENVO_01000817,_:node281,biosphere,,"A biosphere is an environmental system which includes, as parts, all the living entities within the gravitational sphere of influence of an astronomical body, and the non-living and dead entities which they interact with.",,,
http://purl.obolibrary.org/obo/PATO_0002124,http://purl.obolibrary.org/obo/PATO_0000141,laminar,structure,A quality inhering in a bearer by virtue of the bearer's processing the form of a thin plate sheet or layer.,"A morphology quality inhering in a bearer by virtue of the bearer's relative position, shape, arrangements and connectivity of an organism's various parts; the pattern underlying its form.",,
http://purl.obolibrary.org/obo/ENVO_01000295,http://purl.obolibrary.org/obo/ENVO_01000044,marine layer,marine pelagic feature,A layer that is part of a marine water body.,"A prominent or distinctive aspect, quality, or characteristic of environments occurring within the marine water column.",,
http://purl.obolibrary.org/obo/ENVO_01000295,http://purl.obolibrary.org/obo/ENVO_01000325,marine layer,aquatic layer,A layer that is part of a marine water body.,"A layer in a water mass, itself composed primarily of water.",,
http://purl.obolibrary.org/obo/ENVO_01000295,_:node210,marine layer,,A layer that is part of a marine water body.,,,
http://purl.obolibrary.org/obo/ENVO_01000325,http://purl.obolibrary.org/obo/ENVO_01001273,aquatic layer,liquid layer,"A layer in a water mass, itself composed primarily of water.",A layer which is primarily composed of some liquid material.,,
http://purl.obolibrary.org/obo/ENVO_01000303,http://purl.obolibrary.org/obo/ENVO_01000254,endolithic environment,environmental system,An endolithic environment is an environment that exists within solid rock. ,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01000303,_:node218,endolithic environment,,An endolithic environment is an environment that exists within solid rock. ,,,
http://purl.obolibrary.org/obo/ENVO_01000320,http://purl.obolibrary.org/obo/ENVO_01000254,marine environment,environmental system,A marine environment and enviroment which is determined by a marine water body.,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01000309,http://purl.obolibrary.org/obo/ENVO_01000254,cold environment,environmental system,An environment which has a lower temperature than some local or global average.,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01000313,http://purl.obolibrary.org/obo/ENVO_01000254,anthropogenic environment,environmental system,An anthropogenic environment is an environmental system which is the product of human activity.,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01000314,http://purl.obolibrary.org/obo/ENVO_01000997,high osmolarity environment,environmental system determined by a quality,A high osmolarity environment is an environment in which entities are exposed to high concentrations of solutes.,An environmental system which is determined by materials bearing roughly homogeneous qualities.,,
http://purl.obolibrary.org/obo/ENVO_01000997,http://purl.obolibrary.org/obo/ENVO_01000254,environmental system determined by a quality,environmental system,An environmental system which is determined by materials bearing roughly homogeneous qualities.,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01000317,http://purl.obolibrary.org/obo/ENVO_01000254,aquatic environment,environmental system,An environment whose dynamics are strongly influenced by water.,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01000317,http://purl.obolibrary.org/obo/ENVO_01000997,aquatic environment,environmental system determined by a quality,An environment whose dynamics are strongly influenced by water.,An environmental system which is determined by materials bearing roughly homogeneous qualities.,,
http://purl.obolibrary.org/obo/ENVO_01000317,http://purl.obolibrary.org/obo/ENVO_01000998,aquatic environment,environmental system determined by a material,An environment whose dynamics are strongly influenced by water.,An environmental system within which an environmental material strongly influences the system's composition and properties.,,
http://purl.obolibrary.org/obo/ENVO_01000998,http://purl.obolibrary.org/obo/ENVO_01000254,environmental system determined by a material,environmental system,An environmental system within which an environmental material strongly influences the system's composition and properties.,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01001273,http://purl.obolibrary.org/obo/ENVO_00010504,liquid layer,surface layer,A layer which is primarily composed of some liquid material.,A layer of some material entity which is adjacent to one or more of its external boundaries and directly interacts with its immediate surroundings.,,
http://purl.obolibrary.org/obo/ENVO_01000445,http://purl.obolibrary.org/obo/ENVO_01001110,disturbed ecosystem,ecosystem,"An ecosystem which has been subject to a perturbation, that is, the ecosystem has undergone a pronounced change in response to a change in environmental conditions or other perturbation.",An environmental system which includes both living and non-living components.,,
https://w3id.org/inbio#_000001,http://purl.obolibrary.org/obo/ENVO_01001795,disturbance,ecosystem process,"A disturbance is an event or process that disrupts ecosystem, community or population structure, and changes resources, substrate availability or the physical environment. Disturbances can have anthropogenic or non-anthropogenic causes.",An environmental process either driven by or primarily impacting the parts or emergent properties of an ecosystem.,,
https://w3id.org/inbio#_000081,http://purl.obolibrary.org/obo/ENVO_01001110,undisturbed ecosystem,ecosystem,An ecosystem that has not been subject to disturbance.,An environmental system which includes both living and non-living components.,,
http://purl.obolibrary.org/obo/ENVO_01000624,http://purl.obolibrary.org/obo/ENVO_02500031,hydrological condensation process,hydrological process,Hydrological condensation is a process in which atmospheric water vapour undergoes a phase transition from the gas phase to the liquid phase.,An environmental process which has water - in any of its states - as a participant.,,
http://purl.obolibrary.org/obo/ENVO_01000624,http://purl.obolibrary.org/obo/ENVO_01000724,hydrological condensation process,condensation process,Hydrological condensation is a process in which atmospheric water vapour undergoes a phase transition from the gas phase to the liquid phase.,Condensation is a process during which a gas undergoes a phase transition into a liquid.,,
http://purl.obolibrary.org/obo/ENVO_01000624,_:node244,hydrological condensation process,,Hydrological condensation is a process in which atmospheric water vapour undergoes a phase transition from the gas phase to the liquid phase.,,,
http://purl.obolibrary.org/obo/ENVO_01000624,_:node245,hydrological condensation process,,Hydrological condensation is a process in which atmospheric water vapour undergoes a phase transition from the gas phase to the liquid phase.,,,
http://purl.obolibrary.org/obo/ENVO_01000724,http://purl.obolibrary.org/obo/ENVO_01001510,condensation process,material congelation process,Condensation is a process during which a gas undergoes a phase transition into a liquid.,A material transformation process during which a material's viscosity increase either through a reduction in temperature or through chemical reactions.,,
http://purl.obolibrary.org/obo/ENVO_01000982,http://purl.obolibrary.org/obo/ENVO_02500031,water flow process,hydrological process,A process during which a volume of water is transported due to a disequilibria in physical forces.,An environmental process which has water - in any of its states - as a participant.,,
http://purl.obolibrary.org/obo/ENVO_01000982,http://purl.obolibrary.org/obo/ENVO_01000981,water flow process,mass liquid flow,A process during which a volume of water is transported due to a disequilibria in physical forces.,A process whereby a volume of liquid moves due to a disequilibrium of physical forces.,,
http://purl.obolibrary.org/obo/ENVO_01000982,_:node311,water flow process,,A process during which a volume of water is transported due to a disequilibria in physical forces.,,,
http://purl.obolibrary.org/obo/ENVO_01000687,http://purl.obolibrary.org/obo/ENVO_01000408,coast,environmental zone,"A coast is the area where land meets the sea, ocean, or lake.",A site which has its extent determined by the presence or influence of one or more components of an environmental system or the processes occurring therein.,,
http://purl.obolibrary.org/obo/ENVO_01000687,_:node258,coast,,"A coast is the area where land meets the sea, ocean, or lake.",,,
http://purl.obolibrary.org/obo/ENVO_01000687,_:node259,coast,,"A coast is the area where land meets the sea, ocean, or lake.",,,
http://purl.obolibrary.org/obo/ENVO_01000875,http://purl.obolibrary.org/obo/ENVO_03000010,precipitation process,material transport process,A precipitation process is a process in which a portion of some substance segregates from a material in which that substance or its precursors were dissolved or suspended in and settles due to a force such as gravity or centrifugal force.,A process during which material is displaced from its original location and transported either to a new location or back to the original location.,,
http://purl.obolibrary.org/obo/ENVO_01001510,http://purl.obolibrary.org/obo/ENVO_03000043,material congelation process,material transformation process,A material transformation process during which a material's viscosity increase either through a reduction in temperature or through chemical reactions.,A process during which a portion of some environmental material is converted into a different material or a collection of materials.,,
http://purl.obolibrary.org/obo/ENVO_01000818,http://purl.obolibrary.org/obo/ENVO_00000131,cryosphere,glacial feature,A cryosphere is that part of a planet which is primarily composed of water is in solid form.,A hydrographic feature characterized by the dominance of snow or ice.,,
http://purl.obolibrary.org/obo/ENVO_03000010,http://purl.obolibrary.org/obo/ENVO_02500000,material transport process,environmental system process,A process during which material is displaced from its original location and transported either to a new location or back to the original location.,A process in which includes the components of an environmental system as participants.,,
http://purl.obolibrary.org/obo/ENVO_03000010,_:node475,material transport process,,A process during which material is displaced from its original location and transported either to a new location or back to the original location.,,,
http://purl.obolibrary.org/obo/ENVO_01000952,http://purl.obolibrary.org/obo/ENVO_01001434,anthropisation,anthropogenic ecosystem conversion process,A process during which a natural environmental system is altered by human action.,A process during which an ecosystem - natural or anthropised - is changed by the actions of humans.,,
http://purl.obolibrary.org/obo/ENVO_01000952,http://purl.obolibrary.org/obo/ENVO_02500027,anthropisation,anthropogenic environmental process,A process during which a natural environmental system is altered by human action.,An environmental process which is driven by the action of humans.,,
http://purl.obolibrary.org/obo/ENVO_01000952,_:node298,anthropisation,,A process during which a natural environmental system is altered by human action.,,,
http://purl.obolibrary.org/obo/ENVO_01000952,_:node299,anthropisation,,A process during which a natural environmental system is altered by human action.,,,
http://purl.obolibrary.org/obo/ENVO_01001434,http://purl.obolibrary.org/obo/ENVO_02500027,anthropogenic ecosystem conversion process,anthropogenic environmental process,A process during which an ecosystem - natural or anthropised - is changed by the actions of humans.,An environmental process which is driven by the action of humans.,,
http://purl.obolibrary.org/obo/ENVO_02500027,http://purl.obolibrary.org/obo/ENVO_02500000,anthropogenic environmental process,environmental system process,An environmental process which is driven by the action of humans.,A process in which includes the components of an environmental system as participants.,,
http://purl.obolibrary.org/obo/ENVO_01000981,http://purl.obolibrary.org/obo/ENVO_01001334,mass liquid flow,advective transport process,A process whereby a volume of liquid moves due to a disequilibrium of physical forces.,A material transport process during which a volume of material is displaced due to a disequilibrium in physical forces and during which 1) the qualities that inhere in that volume and 2) the processes that are unfolding within it are largely unchanged.,,
http://purl.obolibrary.org/obo/ENVO_01000981,_:node305,mass liquid flow,,A process whereby a volume of liquid moves due to a disequilibrium of physical forces.,,,
http://purl.obolibrary.org/obo/ENVO_01001334,http://purl.obolibrary.org/obo/ENVO_03000010,advective transport process,material transport process,A material transport process during which a volume of material is displaced due to a disequilibrium in physical forces and during which 1) the qualities that inhere in that volume and 2) the processes that are unfolding within it are largely unchanged.,A process during which material is displaced from its original location and transported either to a new location or back to the original location.,,
http://purl.obolibrary.org/obo/ENVO_01001000,http://purl.obolibrary.org/obo/ENVO_01001110,environmental system determined by an organism,ecosystem,An environmental system which is determined by a living organism.,An environmental system which includes both living and non-living components.,,
http://purl.obolibrary.org/obo/ENVO_01001002,http://purl.obolibrary.org/obo/ENVO_01001000,animal-associated environment,environmental system determined by an organism,An environmental system determined by an animal.,An environmental system which is determined by a living organism.,,
http://purl.obolibrary.org/obo/ENVO_01001022,http://purl.obolibrary.org/obo/ENVO_00000020,natural lake,lake,A lake which has formed as the result of processes that are not or are only minimally driven by human activity.,A body of water or other liquid of considerable size contained in a depression on a landmass.,,
http://purl.obolibrary.org/obo/ENVO_01001023,http://purl.obolibrary.org/obo/ENVO_02500000,radiation,environmental system process,A process during which energy is emitted or transmitted in the form of waves or particles through space or a material medium.,A process in which includes the components of an environmental system as participants.,,
http://purl.obolibrary.org/obo/ENVO_01001040,http://purl.obolibrary.org/obo/ENVO_01000254,saline environment,environmental system,An environment which is determined by materials which bear significant concentrations of salts.,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01001040,http://purl.obolibrary.org/obo/ENVO_01000314,saline environment,high osmolarity environment,An environment which is determined by materials which bear significant concentrations of salts.,A high osmolarity environment is an environment in which entities are exposed to high concentrations of solutes.,,
http://purl.obolibrary.org/obo/ENVO_01001040,http://purl.obolibrary.org/obo/ENVO_01000998,saline environment,environmental system determined by a material,An environment which is determined by materials which bear significant concentrations of salts.,An environmental system within which an environmental material strongly influences the system's composition and properties.,,
http://purl.obolibrary.org/obo/ENVO_01001044,http://purl.obolibrary.org/obo/ENVO_01000254,soil environment,environmental system,An environmental system which has its properties and dynamics determined by soil.,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01001044,http://purl.obolibrary.org/obo/ENVO_01000997,soil environment,environmental system determined by a quality,An environmental system which has its properties and dynamics determined by soil.,An environmental system which is determined by materials bearing roughly homogeneous qualities.,,
http://purl.obolibrary.org/obo/ENVO_01001044,http://purl.obolibrary.org/obo/ENVO_01000998,soil environment,environmental system determined by a material,An environmental system which has its properties and dynamics determined by soil.,An environmental system within which an environmental material strongly influences the system's composition and properties.,,
http://purl.obolibrary.org/obo/ENVO_01001048,http://purl.obolibrary.org/obo/ENVO_01000254,sediment environment,environmental system,An environmental system which has its properties and dynamics determined by sediment.,A system which has the disposition to environ one or more material entities.,,
http://purl.obolibrary.org/obo/ENVO_01001048,http://purl.obolibrary.org/obo/ENVO_01000998,sediment environment,environmental system determined by a material,An environmental system which has its properties and dynamics determined by sediment.,An environmental system within which an environmental material strongly influences the system's composition and properties.,,
http://purl.obolibrary.org/obo/ENVO_01001055,http://purl.obolibrary.org/obo/ENVO_01001110,environment associated with an animal part or small animal,ecosystem,"An environmental system determined by part of a living or dead animal, or a whole small animal.",An environmental system which includes both living and non-living components.,,
http://purl.obolibrary.org/obo/ENVO_01001057,http://purl.obolibrary.org/obo/ENVO_01001110,environment associated with a plant part or small plant,ecosystem,"An environmental system determined by part of a living or dead plant, or a whole small plant.",An environmental system which includes both living and non-living components.,,
